participant	antecedent_verb	antecedent_polarity	target	control	antecedent_frame	consequent_verb	consequent_embedded_tense	antecedent_text	consequent_text	response_likelihood	response_difficulty	sanity
62	declare	positive	subject	subject	NP V VPing	believe	future	A declared doing C.	How likely is it that A believed that A would do C?	0.9	0.12	4
62	tempt	positive	object	object	NP V NP to VP[+eventive]	believe	future	A tempted B to do C.	How likely is it that B believed that B would do C?	0.62	0.67	4
62	contrive	negative	subject	object	NP V for NP to VP	intend	future	A didn't contrive for B to do C.	How likely is it that A intended for B to do C?	0.44	0.68	4
62	welcome	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was welcomed to do C.	How likely is it that A believed that A would do C?	0.62	0.64	4
62	boggle	negative	subject	subject	NP V VPing	intend	past	A didn't boggle doing C.	How likely is it that A intended to have done C?	0.69	0.6	4
62	suggest	negative	object	object	NP V NP to VP[+eventive]	believe	future	A didn't suggest B to do C.	How likely is it that B believed that B would do C?	0.5	1.0	4
62	maintain	positive	subject	subject	NP V to VP[-eventive]	believe	future	A maintained to have C.	How likely is it that A believed that A would have C?	0.75	0.72	4
62	induce	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't induce B to do C.	How likely is it that B intended to do C?	0.5	0.98	4
62	determine	positive	object	object	NP V for NP to VP	want	future	A determined for B to do C.	How likely is it that B wanted to do C?	0.5	0.98	4
62	beg	positive	subject	object	NP V NP to VP[+eventive]	want	future	A begged B to do C.	How likely is it that A wanted B to do C?	1.0	0.0	4
62	cheer	negative	subject	subject	NP V VPing	want	future	A didn't cheer doing C.	How likely is it that A wanted to do C?	0.48	0.96	4
62	consider	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't consider to do C.	How likely is it that A intended to do C?	0.0	0.0	4
62	stimulate	positive	subject	subject	NP V VPing	want	future	A stimulated doing C.	How likely is it that A wanted to do C?	0.56	0.98	4
62	disparage	positive	subject	subject	NP V VPing	believe	past	A disparaged doing C.	How likely is it that A believed that A had done C?	0.41	0.65	4
62	want	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't want B to do C.	How likely is it that A intended for B to do C?	0.08	0.05	4
62	publicize	positive	subject	subject	NP V VPing	believe	past	A publicized doing C.	How likely is it that A believed that A had done C?	0.6	0.39	4
62	plot	positive	subject	object	NP V for NP to VP	intend	future	A plotted for B to do C.	How likely is it that A intended for B to do C?	1.0	0.01	4
62	mind	negative	subject	subject	NP V VPing	believe	future	A didn't mind doing C.	How likely is it that A believed that A would do C?	0.78	0.19	4
62	visualize	negative	object	object	NP V for NP to VP	intend	future	A didn't visualize for B to do C.	How likely is it that B intended to do C?	0.5	0.95	4
62	manage	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't manage to do C.	How likely is it that A believed that A would do C?	0.55	0.93	4
62	bully	negative	subject	object	NP V NP to VP[+eventive]	believe	future	A didn't bully B to do C.	How likely is it that A believed that B would do C?	0.5	0.98	4
62	identify	positive	object	object	NP V NP to VP[+eventive]	intend	future	A identified B to do C.	How likely is it that B intended to do C?	0.58	0.95	4
62	disappoint	negative	subject	subject	NP be V to VP[-eventive]	intend	future	A wasn't disappointed to have C.	How likely is it that A intended to have C?	0.58	0.84	4
62	direct	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't direct B to do C.	How likely is it that B intended to do C?	0.5	0.98	4
62	murmur	negative	subject	object	NP V for NP to VP	believe	future	A didn't murmur for B to do C.	How likely is it that A believed that B would do C?	0.55	0.95	4
62	rouse	negative	object	object	NP V NP to VP[+eventive]	want	future	A didn't rouse B to do C.	How likely is it that B wanted to do C?	0.5	0.98	4
62	relearn	positive	subject	subject	NP V to VP[+eventive]	intend	future	A relearned to do C.	How likely is it that A intended to do C?	0.95	0.02	4
62	oppose	positive	subject	subject	NP V VPing	want	future	A opposed doing C.	How likely is it that A wanted to do C?	0.06	0.03	4
62	screech	positive	subject	subject	NP V to VP[+eventive]	want	future	A screeched to do C.	How likely is it that A wanted to do C?	0.97	0.06	4
62	hasten	negative	object	object	NP V for NP to VP	believe	future	A didn't hasten for B to do C.	How likely is it that B believed that B would do C?	0.5	0.94	4
62	love	negative	subject	subject	NP V VPing	want	future	A didn't love doing C.	How likely is it that A wanted to do C?	0.16	0.18	4
62	assign	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't assign B to do C.	How likely is it that B intended to do C?	0.5	0.99	4
62	describe	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was described to do C.	How likely is it that A wanted to do C?	0.58	0.94	4
62	vow	positive	subject	subject	NP V to NP to VP[+eventive]	intend	future	A vowed to B to do C.	How likely is it that A intended to do C?	0.94	0.01	4
62	stew	negative	subject	subject	NP V VPing	want	future	A didn't stew doing C.	How likely is it that A wanted to do C?	0.67	0.32	4
62	picket	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't picket to do C.	How likely is it that A intended to do C?	0.5	0.97	4
62	foretell	negative	subject	object	NP V for NP to VP	intend	future	A didn't foretell for B to do C.	How likely is it that A intended for B to do C?	0.43	0.91	4
62	initiate	positive	subject	subject	NP V to VP[+eventive]	want	future	A initiated to do C.	How likely is it that A wanted to do C?	0.62	0.84	4
62	moan	negative	subject	subject	NP V VPing	believe	past	A didn't moan doing C.	How likely is it that A believed that A had done C?	0.92	0.04	4
62	yell	negative	object	object	NP V to NP to VP[+eventive]	want	future	A didn't yell to B to do C.	How likely is it that B wanted to do C?	0.53	0.95	4
62	scream	negative	subject	object	NP V to NP to VP[+eventive]	want	future	A didn't scream to B to do C.	How likely is it that A wanted B to do C?	0.45	0.95	4
62	dislike	positive	subject	object	NP V for NP to VP	want	future	A disliked for B to do C.	How likely is it that A wanted B to do C?	0.0	0.0	4
62	comment	positive	object	object	NP V for NP to VP	believe	future	A commented for B to do C.	How likely is it that B believed that B would do C?	0.56	0.67	4
65	maintain	positive	subject	subject	NP V to VP[-eventive]	believe	future	A maintained to have C.	How likely is it that A believed that A would have C?	0.87	0.2	4
65	anguish	negative	subject	object	NP V for NP to VP	want	future	A didn't anguish for B to do C.	How likely is it that A wanted B to do C?	0.17	0.23	4
65	cheer	negative	subject	subject	NP V VPing	want	future	A didn't cheer doing C.	How likely is it that A wanted to do C?	0.14	0.27	4
65	welcome	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was welcomed to do C.	How likely is it that A believed that A would do C?	0.83	0.22	4
65	moan	negative	subject	subject	NP V VPing	believe	past	A didn't moan doing C.	How likely is it that A believed that A had done C?	0.86	0.28	4
65	bully	negative	subject	object	NP V NP to VP[+eventive]	believe	future	A didn't bully B to do C.	How likely is it that A believed that B would do C?	0.5	0.67	4
65	scream	negative	subject	object	NP V to NP to VP[+eventive]	want	future	A didn't scream to B to do C.	How likely is it that A wanted B to do C?	0.26	0.41	4
65	determine	positive	object	object	NP V for NP to VP	want	future	A determined for B to do C.	How likely is it that B wanted to do C?	0.41	0.6	4
65	suggest	negative	object	object	NP V NP to VP[+eventive]	believe	future	A didn't suggest B to do C.	How likely is it that B believed that B would do C?	0.32	0.59	4
65	consider	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't consider to do C.	How likely is it that A intended to do C?	0.07	0.21	4
65	hasten	negative	object	object	NP V for NP to VP	believe	future	A didn't hasten for B to do C.	How likely is it that B believed that B would do C?	0.28	0.38	4
65	foretell	negative	subject	object	NP V for NP to VP	intend	future	A didn't foretell for B to do C.	How likely is it that A intended for B to do C?	0.25	0.38	4
65	stimulate	positive	subject	subject	NP V VPing	want	future	A stimulated doing C.	How likely is it that A wanted to do C?	0.89	0.14	4
65	initiate	positive	subject	subject	NP V to VP[+eventive]	want	future	A initiated to do C.	How likely is it that A wanted to do C?	0.89	0.14	4
65	induce	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't induce B to do C.	How likely is it that B intended to do C?	0.39	0.61	4
65	identify	positive	object	object	NP V NP to VP[+eventive]	intend	future	A identified B to do C.	How likely is it that B intended to do C?	0.4	0.62	4
65	plot	positive	subject	object	NP V for NP to VP	intend	future	A plotted for B to do C.	How likely is it that A intended for B to do C?	0.9	0.3	4
65	manage	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't manage to do C.	How likely is it that A believed that A would do C?	0.36	0.59	4
65	claim	negative	subject	subject	NP V to NP to VP[+eventive]	intend	future	A didn't claim to B to do C.	How likely is it that A intended to do C?	0.21	0.32	4
65	stew	negative	subject	subject	NP V VPing	want	future	A didn't stew doing C.	How likely is it that A wanted to do C?	0.16	0.34	4
65	visualize	negative	object	object	NP V for NP to VP	intend	future	A didn't visualize for B to do C.	How likely is it that B intended to do C?	0.47	0.39	4
65	mind	negative	subject	subject	NP V VPing	believe	future	A didn't mind doing C.	How likely is it that A believed that A would do C?	0.89	0.12	4
65	detail	negative	subject	subject	NP V VPing	believe	past	A didn't detail doing C.	How likely is it that A believed that A had done C?	0.7	0.59	4
65	screech	positive	subject	subject	NP V to VP[+eventive]	want	future	A screeched to do C.	How likely is it that A wanted to do C?	0.1	0.35	4
65	oppose	positive	subject	subject	NP V VPing	want	future	A opposed doing C.	How likely is it that A wanted to do C?	0.08	0.13	4
65	publicize	positive	subject	subject	NP V VPing	believe	past	A publicized doing C.	How likely is it that A believed that A had done C?	0.92	0.11	4
65	want	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't want B to do C.	How likely is it that A intended for B to do C?	0.04	0.21	4
65	beg	positive	subject	object	NP V NP to VP[+eventive]	want	future	A begged B to do C.	How likely is it that A wanted B to do C?	0.94	0.19	4
65	picket	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't picket to do C.	How likely is it that A intended to do C?	0.2	0.27	4
65	tempt	positive	object	object	NP V NP to VP[+eventive]	believe	future	A tempted B to do C.	How likely is it that B believed that B would do C?	0.61	0.4	4
65	rouse	negative	object	object	NP V NP to VP[+eventive]	want	future	A didn't rouse B to do C.	How likely is it that B wanted to do C?	0.59	0.4	4
65	boggle	negative	subject	subject	NP V VPing	intend	past	A didn't boggle doing C.	How likely is it that A intended to have done C?	0.19	0.6	4
65	murmur	negative	subject	object	NP V for NP to VP	believe	future	A didn't murmur for B to do C.	How likely is it that A believed that B would do C?	0.18	0.38	4
65	yell	negative	object	object	NP V to NP to VP[+eventive]	want	future	A didn't yell to B to do C.	How likely is it that B wanted to do C?	0.38	0.61	4
65	direct	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't direct B to do C.	How likely is it that B intended to do C?	0.62	0.41	4
65	report	positive	subject	subject	NP V to VP[+eventive]	believe	future	A reported to do C.	How likely is it that A believed that A would do C?	0.88	0.28	4
65	declare	positive	subject	subject	NP V VPing	believe	future	A declared doing C.	How likely is it that A believed that A would do C?	0.87	0.5	4
65	describe	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was described to do C.	How likely is it that A wanted to do C?	0.76	0.25	4
65	relearn	positive	subject	subject	NP V to VP[+eventive]	intend	future	A relearned to do C.	How likely is it that A intended to do C?	0.82	0.33	4
65	contrive	negative	subject	object	NP V for NP to VP	intend	future	A didn't contrive for B to do C.	How likely is it that A intended for B to do C?	0.21	0.39	4
65	dislike	positive	subject	object	NP V for NP to VP	want	future	A disliked for B to do C.	How likely is it that A wanted B to do C?	0.03	0.15	4
65	love	negative	subject	subject	NP V VPing	want	future	A didn't love doing C.	How likely is it that A wanted to do C?	0.06	0.16	4
65	comment	positive	object	object	NP V for NP to VP	believe	future	A commented for B to do C.	How likely is it that B believed that B would do C?	0.64	0.33	4
65	disparage	positive	subject	subject	NP V VPing	believe	past	A disparaged doing C.	How likely is it that A believed that A had done C?	0.16	0.36	4
65	disappoint	negative	subject	subject	NP be V to VP[-eventive]	intend	future	A wasn't disappointed to have C.	How likely is it that A intended to have C?	0.84	0.19	4
65	assign	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't assign B to do C.	How likely is it that B intended to do C?	0.64	0.41	4
65	deem	positive	subject	object	NP V NP to VP[-eventive]	want	future	A deemed B to have C.	How likely is it that A wanted B to have C?	0.88	0.21	4
65	vow	positive	subject	subject	NP V to NP to VP[+eventive]	intend	future	A vowed to B to do C.	How likely is it that A intended to do C?	0.87	0.13	4
66	oppose	positive	subject	subject	NP V VPing	want	future	A opposed doing C.	How likely is it that A wanted to do C?	0.0	0.0	4
66	report	positive	subject	subject	NP V to VP[+eventive]	believe	future	A reported to do C.	How likely is it that A believed that A would do C?	1.0	0.0	4
66	maintain	positive	subject	subject	NP V to VP[-eventive]	believe	future	A maintained to have C.	How likely is it that A believed that A would have C?	1.0	0.0	4
66	plot	positive	subject	object	NP V for NP to VP	intend	future	A plotted for B to do C.	How likely is it that A intended for B to do C?	1.0	0.0	4
66	stew	negative	subject	subject	NP V VPing	want	future	A didn't stew doing C.	How likely is it that A wanted to do C?	0.6	0.4	4
66	claim	negative	subject	subject	NP V to NP to VP[+eventive]	intend	future	A didn't claim to B to do C.	How likely is it that A intended to do C?	0.2	0.2	4
66	determine	positive	object	object	NP V for NP to VP	want	future	A determined for B to do C.	How likely is it that B wanted to do C?	0.4	0.4	4
66	assign	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't assign B to do C.	How likely is it that B intended to do C?	0.4	0.4	4
66	visualize	negative	object	object	NP V for NP to VP	intend	future	A didn't visualize for B to do C.	How likely is it that B intended to do C?	0.2	0.19	4
66	suggest	negative	object	object	NP V NP to VP[+eventive]	believe	future	A didn't suggest B to do C.	How likely is it that B believed that B would do C?	0.5	1.0	4
66	stimulate	positive	subject	subject	NP V VPing	want	future	A stimulated doing C.	How likely is it that A wanted to do C?	0.85	0.15	4
66	disparage	positive	subject	subject	NP V VPing	believe	past	A disparaged doing C.	How likely is it that A believed that A had done C?	0.5	1.0	4
66	disappoint	negative	subject	subject	NP be V to VP[-eventive]	intend	future	A wasn't disappointed to have C.	How likely is it that A intended to have C?	0.4	0.4	4
66	boggle	negative	subject	subject	NP V VPing	intend	past	A didn't boggle doing C.	How likely is it that A intended to have done C?	0.6	0.4	4
66	identify	positive	object	object	NP V NP to VP[+eventive]	intend	future	A identified B to do C.	How likely is it that B intended to do C?	0.6	0.4	4
66	vow	positive	subject	subject	NP V to NP to VP[+eventive]	intend	future	A vowed to B to do C.	How likely is it that A intended to do C?	1.0	0.0	4
66	cheer	negative	subject	subject	NP V VPing	want	future	A didn't cheer doing C.	How likely is it that A wanted to do C?	0.1	0.1	4
66	initiate	positive	subject	subject	NP V to VP[+eventive]	want	future	A initiated to do C.	How likely is it that A wanted to do C?	0.9	0.1	4
66	publicize	positive	subject	subject	NP V VPing	believe	past	A publicized doing C.	How likely is it that A believed that A had done C?	0.93	0.08	4
66	describe	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was described to do C.	How likely is it that A wanted to do C?	0.5	1.0	4
66	rouse	negative	object	object	NP V NP to VP[+eventive]	want	future	A didn't rouse B to do C.	How likely is it that B wanted to do C?	0.6	0.4	4
66	declare	positive	subject	subject	NP V VPing	believe	future	A declared doing C.	How likely is it that A believed that A would do C?	1.0	0.0	4
66	comment	positive	object	object	NP V for NP to VP	believe	future	A commented for B to do C.	How likely is it that B believed that B would do C?	0.5	1.0	4
66	welcome	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was welcomed to do C.	How likely is it that A believed that A would do C?	0.7	0.3	4
66	moan	negative	subject	subject	NP V VPing	believe	past	A didn't moan doing C.	How likely is it that A believed that A had done C?	1.0	0.0	4
66	relearn	positive	subject	subject	NP V to VP[+eventive]	intend	future	A relearned to do C.	How likely is it that A intended to do C?	1.0	0.0	4
66	murmur	negative	subject	object	NP V for NP to VP	believe	future	A didn't murmur for B to do C.	How likely is it that A believed that B would do C?	0.5	1.0	4
66	deem	positive	subject	object	NP V NP to VP[-eventive]	want	future	A deemed B to have C.	How likely is it that A wanted B to have C?	0.5	1.0	4
66	want	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't want B to do C.	How likely is it that A intended for B to do C?	0.0	0.0	4
66	detail	negative	subject	subject	NP V VPing	believe	past	A didn't detail doing C.	How likely is it that A believed that A had done C?	0.19	0.17	4
66	picket	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't picket to do C.	How likely is it that A intended to do C?	0.18	0.16	4
66	consider	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't consider to do C.	How likely is it that A intended to do C?	0.0	0.0	4
66	screech	positive	subject	subject	NP V to VP[+eventive]	want	future	A screeched to do C.	How likely is it that A wanted to do C?	1.0	0.0	4
66	dislike	positive	subject	object	NP V for NP to VP	want	future	A disliked for B to do C.	How likely is it that A wanted B to do C?	0.0	0.0	4
66	contrive	negative	subject	object	NP V for NP to VP	intend	future	A didn't contrive for B to do C.	How likely is it that A intended for B to do C?	0.1	0.1	4
66	anguish	negative	subject	object	NP V for NP to VP	want	future	A didn't anguish for B to do C.	How likely is it that A wanted B to do C?	0.3	0.28	4
66	yell	negative	object	object	NP V to NP to VP[+eventive]	want	future	A didn't yell to B to do C.	How likely is it that B wanted to do C?	0.5	1.0	4
66	bully	negative	subject	object	NP V NP to VP[+eventive]	believe	future	A didn't bully B to do C.	How likely is it that A believed that B would do C?	0.6	0.4	4
66	beg	positive	subject	object	NP V NP to VP[+eventive]	want	future	A begged B to do C.	How likely is it that A wanted B to do C?	1.0	0.0	4
66	love	negative	subject	subject	NP V VPing	want	future	A didn't love doing C.	How likely is it that A wanted to do C?	0.09	0.1	4
66	scream	negative	subject	object	NP V to NP to VP[+eventive]	want	future	A didn't scream to B to do C.	How likely is it that A wanted B to do C?	0.4	0.4	4
66	induce	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't induce B to do C.	How likely is it that B intended to do C?	0.7	0.29	4
66	mind	negative	subject	subject	NP V VPing	believe	future	A didn't mind doing C.	How likely is it that A believed that A would do C?	0.9	0.1	4
66	manage	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't manage to do C.	How likely is it that A believed that A would do C?	0.2	0.21	4
66	foretell	negative	subject	object	NP V for NP to VP	intend	future	A didn't foretell for B to do C.	How likely is it that A intended for B to do C?	0.1	0.1	4
66	hasten	negative	object	object	NP V for NP to VP	believe	future	A didn't hasten for B to do C.	How likely is it that B believed that B would do C?	0.5	1.0	4
66	direct	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't direct B to do C.	How likely is it that B intended to do C?	0.5	1.0	4
66	tempt	positive	object	object	NP V NP to VP[+eventive]	believe	future	A tempted B to do C.	How likely is it that B believed that B would do C?	0.81	0.19	4
72	plot	positive	subject	object	NP V for NP to VP	intend	future	A plotted for B to do C.	How likely is it that A intended for B to do C?	1.0	0.01	4
72	stew	negative	subject	subject	NP V VPing	want	future	A didn't stew doing C.	How likely is it that A wanted to do C?	0.46	0.77	4
72	vow	positive	subject	subject	NP V to NP to VP[+eventive]	intend	future	A vowed to B to do C.	How likely is it that A intended to do C?	1.0	0.0	4
72	mind	negative	subject	subject	NP V VPing	believe	future	A didn't mind doing C.	How likely is it that A believed that A would do C?	0.64	0.43	4
72	moan	negative	subject	subject	NP V VPing	believe	past	A didn't moan doing C.	How likely is it that A believed that A had done C?	0.67	0.32	4
72	welcome	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was welcomed to do C.	How likely is it that A believed that A would do C?	0.82	0.17	4
72	visualize	negative	object	object	NP V for NP to VP	intend	future	A didn't visualize for B to do C.	How likely is it that B intended to do C?	0.52	0.87	4
72	want	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't want B to do C.	How likely is it that A intended for B to do C?	0.08	0.09	4
72	relearn	positive	subject	subject	NP V to VP[+eventive]	intend	future	A relearned to do C.	How likely is it that A intended to do C?	1.0	0.0	4
72	manage	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't manage to do C.	How likely is it that A believed that A would do C?	0.58	0.64	4
72	direct	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't direct B to do C.	How likely is it that B intended to do C?	0.77	0.33	4
72	foretell	negative	subject	object	NP V for NP to VP	intend	future	A didn't foretell for B to do C.	How likely is it that A intended for B to do C?	0.09	0.1	4
72	boggle	negative	subject	subject	NP V VPing	intend	past	A didn't boggle doing C.	How likely is it that A intended to have done C?	0.62	0.61	4
72	initiate	positive	subject	subject	NP V to VP[+eventive]	want	future	A initiated to do C.	How likely is it that A wanted to do C?	0.82	0.19	4
72	disparage	positive	subject	subject	NP V VPing	believe	past	A disparaged doing C.	How likely is it that A believed that A had done C?	0.18	0.2	4
72	induce	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't induce B to do C.	How likely is it that B intended to do C?	0.68	0.66	4
72	contrive	negative	subject	object	NP V for NP to VP	intend	future	A didn't contrive for B to do C.	How likely is it that A intended for B to do C?	0.09	0.1	4
72	maintain	positive	subject	subject	NP V to VP[-eventive]	believe	future	A maintained to have C.	How likely is it that A believed that A would have C?	0.89	0.1	4
72	hasten	negative	object	object	NP V for NP to VP	believe	future	A didn't hasten for B to do C.	How likely is it that B believed that B would do C?	0.35	0.33	4
72	cheer	negative	subject	subject	NP V VPing	want	future	A didn't cheer doing C.	How likely is it that A wanted to do C?	0.12	0.15	4
72	dislike	positive	subject	object	NP V for NP to VP	want	future	A disliked for B to do C.	How likely is it that A wanted B to do C?	0.02	0.02	4
72	identify	positive	object	object	NP V NP to VP[+eventive]	intend	future	A identified B to do C.	How likely is it that B intended to do C?	0.91	0.08	4
72	murmur	negative	subject	object	NP V for NP to VP	believe	future	A didn't murmur for B to do C.	How likely is it that A believed that B would do C?	0.27	0.6	4
72	consider	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't consider to do C.	How likely is it that A intended to do C?	0.01	0.03	4
72	scream	negative	subject	object	NP V to NP to VP[+eventive]	want	future	A didn't scream to B to do C.	How likely is it that A wanted B to do C?	0.24	0.16	4
72	stimulate	positive	subject	subject	NP V VPing	want	future	A stimulated doing C.	How likely is it that A wanted to do C?	0.94	0.09	4
72	comment	positive	object	object	NP V for NP to VP	believe	future	A commented for B to do C.	How likely is it that B believed that B would do C?	0.89	0.08	4
72	suggest	negative	object	object	NP V NP to VP[+eventive]	believe	future	A didn't suggest B to do C.	How likely is it that B believed that B would do C?	0.11	0.09	4
72	detail	negative	subject	subject	NP V VPing	believe	past	A didn't detail doing C.	How likely is it that A believed that A had done C?	0.56	0.75	4
72	tempt	positive	object	object	NP V NP to VP[+eventive]	believe	future	A tempted B to do C.	How likely is it that B believed that B would do C?	0.89	0.27	4
72	disappoint	negative	subject	subject	NP be V to VP[-eventive]	intend	future	A wasn't disappointed to have C.	How likely is it that A intended to have C?	0.65	0.63	4
72	rouse	negative	object	object	NP V NP to VP[+eventive]	want	future	A didn't rouse B to do C.	How likely is it that B wanted to do C?	0.53	0.85	4
72	report	positive	subject	subject	NP V to VP[+eventive]	believe	future	A reported to do C.	How likely is it that A believed that A would do C?	0.97	0.04	4
72	oppose	positive	subject	subject	NP V VPing	want	future	A opposed doing C.	How likely is it that A wanted to do C?	0.01	0.01	4
72	beg	positive	subject	object	NP V NP to VP[+eventive]	want	future	A begged B to do C.	How likely is it that A wanted B to do C?	0.98	0.01	4
72	claim	negative	subject	subject	NP V to NP to VP[+eventive]	intend	future	A didn't claim to B to do C.	How likely is it that A intended to do C?	0.38	0.61	4
72	declare	positive	subject	subject	NP V VPing	believe	future	A declared doing C.	How likely is it that A believed that A would do C?	0.88	0.41	4
72	publicize	positive	subject	subject	NP V VPing	believe	past	A publicized doing C.	How likely is it that A believed that A had done C?	0.94	0.11	4
72	deem	positive	subject	object	NP V NP to VP[-eventive]	want	future	A deemed B to have C.	How likely is it that A wanted B to have C?	0.86	0.59	4
72	love	negative	subject	subject	NP V VPing	want	future	A didn't love doing C.	How likely is it that A wanted to do C?	0.21	0.2	4
72	picket	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't picket to do C.	How likely is it that A intended to do C?	0.31	0.37	4
72	yell	negative	object	object	NP V to NP to VP[+eventive]	want	future	A didn't yell to B to do C.	How likely is it that B wanted to do C?	0.38	0.61	4
72	describe	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was described to do C.	How likely is it that A wanted to do C?	0.77	0.26	4
72	assign	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't assign B to do C.	How likely is it that B intended to do C?	0.39	0.35	4
72	anguish	negative	subject	object	NP V for NP to VP	want	future	A didn't anguish for B to do C.	How likely is it that A wanted B to do C?	0.49	0.59	4
72	determine	positive	object	object	NP V for NP to VP	want	future	A determined for B to do C.	How likely is it that B wanted to do C?	0.52	0.59	4
72	bully	negative	subject	object	NP V NP to VP[+eventive]	believe	future	A didn't bully B to do C.	How likely is it that A believed that B would do C?	0.27	0.32	4
72	screech	positive	subject	subject	NP V to VP[+eventive]	want	future	A screeched to do C.	How likely is it that A wanted to do C?	0.93	0.04	4
84	detail	negative	subject	subject	NP V VPing	believe	past	A didn't detail doing C.	How likely is it that A believed that A had done C?	0.61	0.62	4
84	consider	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't consider to do C.	How likely is it that A intended to do C?	0.01	0.12	4
84	tempt	positive	object	object	NP V NP to VP[+eventive]	believe	future	A tempted B to do C.	How likely is it that B believed that B would do C?	0.77	0.34	4
84	cheer	negative	subject	subject	NP V VPing	want	future	A didn't cheer doing C.	How likely is it that A wanted to do C?	0.11	0.31	4
84	assign	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't assign B to do C.	How likely is it that B intended to do C?	0.12	0.24	4
84	dislike	positive	subject	object	NP V for NP to VP	want	future	A disliked for B to do C.	How likely is it that A wanted B to do C?	0.15	0.05	4
84	moan	negative	subject	subject	NP V VPing	believe	past	A didn't moan doing C.	How likely is it that A believed that A had done C?	0.59	0.78	4
84	love	negative	subject	subject	NP V VPing	want	future	A didn't love doing C.	How likely is it that A wanted to do C?	0.0	0.0	4
84	disappoint	negative	subject	subject	NP be V to VP[-eventive]	intend	future	A wasn't disappointed to have C.	How likely is it that A intended to have C?	0.67	0.36	4
84	stimulate	positive	subject	subject	NP V VPing	want	future	A stimulated doing C.	How likely is it that A wanted to do C?	0.89	0.05	4
84	welcome	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was welcomed to do C.	How likely is it that A believed that A would do C?	0.75	0.41	4
84	claim	negative	subject	subject	NP V to NP to VP[+eventive]	intend	future	A didn't claim to B to do C.	How likely is it that A intended to do C?	0.35	0.42	4
84	bully	negative	subject	object	NP V NP to VP[+eventive]	believe	future	A didn't bully B to do C.	How likely is it that A believed that B would do C?	0.49	0.7	4
84	manage	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't manage to do C.	How likely is it that A believed that A would do C?	0.2	0.11	4
84	beg	positive	subject	object	NP V NP to VP[+eventive]	want	future	A begged B to do C.	How likely is it that A wanted B to do C?	0.96	0.05	4
84	want	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't want B to do C.	How likely is it that A intended for B to do C?	0.19	0.17	4
84	vow	positive	subject	subject	NP V to NP to VP[+eventive]	intend	future	A vowed to B to do C.	How likely is it that A intended to do C?	0.75	0.29	4
84	plot	positive	subject	object	NP V for NP to VP	intend	future	A plotted for B to do C.	How likely is it that A intended for B to do C?	1.0	0.0	4
84	rouse	negative	object	object	NP V NP to VP[+eventive]	want	future	A didn't rouse B to do C.	How likely is it that B wanted to do C?	0.31	0.39	4
84	publicize	positive	subject	subject	NP V VPing	believe	past	A publicized doing C.	How likely is it that A believed that A had done C?	0.58	0.72	4
84	stew	negative	subject	subject	NP V VPing	want	future	A didn't stew doing C.	How likely is it that A wanted to do C?	0.61	0.42	4
84	initiate	positive	subject	subject	NP V to VP[+eventive]	want	future	A initiated to do C.	How likely is it that A wanted to do C?	0.82	0.23	4
